timestamp_window_end,src_ip,dst_ip,is_to_victim,packet_rate_ewma,packet_count_1s,byte_count_1s,avg_pkt_size,pkt_size_std,inter_arrival_std,label_hint,label
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.15,0,0.9,3,294,98.0,0.0,0.000786,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.18,0,0.9,3,294,98.0,0.0,0.00138,normal,0
2026-05-17 15:18:42.617,10.0.0.10,10.0.0.2,0,0.9,3,294,98.0,0.0,0.004751,normal,0
2026-05-17 15:18:42.617,10.0.0.10,10.0.0.4,0,0.9,3,294,98.0,0.0,0.002108,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.23,0,0.9,3,294,98.0,0.0,0.000528,normal,0
2026-05-17 15:18:42.617,10.0.0.10,10.0.0.5,0,0.9,3,294,98.0,0.0,0.005142,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.20,0,0.9,3,294,98.0,0.0,0.000323,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.19,0,0.9,3,294,98.0,0.0,0.000762,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.17,0,0.9,3,294,98.0,0.0,0.000737,normal,0
2026-05-17 15:18:42.617,10.0.0.10,10.0.0.1,0,0.9,3,294,98.0,0.0,0.000683,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.21,0,0.9,3,294,98.0,0.0,0.000178,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.14,0,0.9,3,294,98.0,0.0,0.000483,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.16,0,0.9,3,294,98.0,0.0,0.000438,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.22,0,0.9,3,294,98.0,0.0,0.000357,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.24,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.15,0,0.9,3,294,98.0,0.0,0.000432,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.18,0,0.9,3,294,98.0,0.0,0.000349,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.13,0,0.9,3,294,98.0,0.0,0.000179,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.23,0,0.9,3,294,98.0,0.0,0.001133,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.7,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:43.631,10.0.0.10,10.0.0.20,0,0.9,3,294,98.0,0.0,0.002416,normal,0
